@id,Handle
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/565,http://hdl.handle.net/10111/Motley:100000-007
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/582,http://hdl.handle.net/10111/Motley:100000-008
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/566,http://hdl.handle.net/10111/Motley:100000-009
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/567,http://hdl.handle.net/10111/Motley:100000-011
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/1937,http://hdl.handle.net/10111/Motley:321212-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/1938,http://hdl.handle.net/10111/Motley:321212-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/238,http://hdl.handle.net/10111/Motley:340413-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/239,http://hdl.handle.net/10111/Motley:340413-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4130,http://hdl.handle.net/10111/Motley:340413-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2720,http://hdl.handle.net/10111/Motley:350702-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2721,http://hdl.handle.net/10111/Motley:350702-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2722,http://hdl.handle.net/10111/Motley:350702-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/222,http://hdl.handle.net/10111/Motley:360408-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/216,http://hdl.handle.net/10111/Motley:360408-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/217,http://hdl.handle.net/10111/Motley:360408-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/218,http://hdl.handle.net/10111/Motley:360408-005
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/219,http://hdl.handle.net/10111/Motley:360408-006
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/220,http://hdl.handle.net/10111/Motley:360408-007
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/221,http://hdl.handle.net/10111/Motley:360408-008
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2724,http://hdl.handle.net/10111/Motley:350702-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/225,http://hdl.handle.net/10111/Motley:360408-009
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4467,http://hdl.handle.net/10111/Motley:361008-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4468,http://hdl.handle.net/10111/Motley:361008-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4469,http://hdl.handle.net/10111/Motley:361008-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/226,http://hdl.handle.net/10111/Motley:360408-010
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4471,http://hdl.handle.net/10111/Motley:361008-005
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4472,http://hdl.handle.net/10111/Motley:361008-006
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4075,http://hdl.handle.net/10111/Motley:361208-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/231,http://hdl.handle.net/10111/Motley:360408-011
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4480,http://hdl.handle.net/10111/Motley:361008-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4076,http://hdl.handle.net/10111/Motley:361208-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4077,http://hdl.handle.net/10111/Motley:361208-005
